CRIMINALIDAD,ES_ARCHIVO,ES_PRECLUSIÓN,ESTADO,ETAPA_CASO,LEY,PAÍS_HECHO,DEPARTAMENTO_HECHO,MUNICIPIO_HECHO,SECCIONAL,AÑO_HECHOS,AÑO_ENTRADA,AÑO_DENUNCIA,DELITO,GRUPO_DELITO,CONSUMADO,TOTAL_PROCESOS
NO,SI,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,Norte de Santander,PAMPLONITA,DIRECCIÓN SECCIONAL DE NORTE DE SANTANDER,2019,2019,2019,ACCESO ABUSIVO A UN SISTEMA INFORMATICO ART 269A LEY 1273 DE 2009,DELITOS INFORMATICOS,NO APLICA,1
SI,SI,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,Bolívar,CARTAGENA,DIRECCIÓN SECCIONAL DE BOLÍVAR,2020,2025,2025,HURTO POR MEDIOS INFORMATICOS Y SEMEJANTES ART. 269I LEY 1273 DE 2009,DELITOS INFORMATICOS,NO APLICA,1
NO,SI,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,Magdalena,CIÉNAGA,DIRECCIÓN SECCIONAL DE MAGDALENA,2018,2018,2018,VIOLACION DE DATOS PERSONALES ART 269F LEY 1273 DE 2009,DELITOS INFORMATICOS,NO APLICA,2
SI,SI,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,Antioquia,SEGOVIA,DIRECCIÓN SECCIONAL DE ANTIOQUIA,2019,2019,2019,HURTO POR MEDIOS INFORMATICOS Y SEMEJANTES ART. 269I LEY 1273 DE 2009,DELITOS INFORMATICOS,NO APLICA,2
NO,SI,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,Antioquia,RIONEGRO,DIRECCIÓN SECCIONAL DE ANTIOQUIA,2022,2022,2022,"SUPLANTACION DE SITIOS WEB PARA CAPTURAR DATOS PERSONALES ART 269G LEY 1273 DE 2009, AGRAVADO POR UTILIZAR COMO INSTRUMENTO A UN TERCERO DE BUENA FE ART. 269H N7",DELITOS INFORMATICOS,NO APLICA,1
SI,SI,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,Santander,BETULIA,DIRECCIÓN SECCIONAL DE SANTANDER,2019,2019,2019,ACCESO ABUSIVO A UN SISTEMA INFORMATICO ART 269A LEY 1273 DE 2009,DELITOS INFORMATICOS,NO APLICA,1
SI,SI,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,Cesar,EL PASO,DIRECCIÓN SECCIONAL DE CESAR,2021,2021,2021,"ACCESO ABUSIVO A UN SISTEMA INFORMATICO ART 269A LEY 1273 DE 2009, AGRAVADO POR OBTENER PROVECHO PARA SI O PARA UN TERCERO. ART. 269H N5",DELITOS INFORMATICOS,NO APLICA,1
SI,NO,NO,ACTIVO,INDAGACIÓN,Ley 906,Colombia,Caldas,MARULANDA,DIRECCIÓN SECCIONAL DE CALDAS,2020,2020,2020,HURTO POR MEDIOS INFORMATICOS Y SEMEJANTES ART. 269I LEY 1273 DE 2009,DELITOS INFORMATICOS,NO APLICA,1
NO,SI,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,"BOGOTÁ, D. C.","BOGOTÁ, D.C.",DIRECCIÓN SECCIONAL DE BOGOTÁ,2018,2025,2025,HURTO POR MEDIOS INFORMATICOS Y SEMEJANTES ART. 269I LEY 1273 DE 2009,DELITOS INFORMATICOS,NO APLICA,2
SI,SI,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,Antioquia,JERICÓ,DIRECCIÓN SECCIONAL DE ANTIOQUIA,2025,2025,2025,HURTO POR MEDIOS INFORMATICOS Y SEMEJANTES ART. 269I LEY 1273 DE 2009,DELITOS INFORMATICOS,NO APLICA,2
NO,NO,NO,INACTIVO,EJECUCIÓN DE PENAS,Ley 906,Colombia,Cundinamarca,NOCAIMA,DIRECCIÓN SECCIONAL DE CUNDINAMARCA,2022,2023,2022,HURTO POR MEDIOS INFORMATICOS Y SEMEJANTES ART. 269I LEY 1273 DE 2009,DELITOS INFORMATICOS,NO APLICA,1
SI,NO,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,La Guajira,SAN JUAN DEL CESAR,DIRECCIÓN SECCIONAL DE LA GUAJIRA,2020,2020,2020,HURTO POR MEDIOS INFORMATICOS Y SEMEJANTES ART. 269I LEY 1273 DE 2009,DELITOS INFORMATICOS,NO APLICA,1
SI,NO,NO,ACTIVO,INDAGACIÓN,Ley 906,Colombia,Santander,LEBRÍJA,DIRECCIÓN SECCIONAL DE SANTANDER,2020,2020,2020,TRANSFERENCIA NO CONSENTIDA DE ACTIVOS VALIENDOSE DE ALGUNA MANIPULACION INFORMATICA O ARTIFICIO SEMEJANTE ART. 269J LEY 1273 DE 2009,DELITOS INFORMATICOS,NO APLICA,1
SI,NO,SI,INACTIVO,JUICIO,Ley 906,Colombia,Caldas,MANIZALES,DIRECCIÓN SECCIONAL DE CALDAS,2011,2011,2011,HURTO POR MEDIOS INFORMATICOS Y SEMEJANTES ART. 269I LEY 1273 DE 2009,DELITOS INFORMATICOS,NO APLICA,1
NO,NO,NO,ACTIVO,JUICIO,Ley 906,Colombia,Antioquia,MEDELLÍN,DIRECCIÓN SECCIONAL DE MEDELLÍN,2023,2023,2023,TRANSFERENCIA NO CONSENTIDA DE ACTIVOS VALIENDOSE DE ALGUNA MANIPULACION INFORMATICA O ARTIFICIO SEMEJANTE ART. 269J LEY 1273 DE 2009,DELITOS INFORMATICOS,NO APLICA,1
SI,SI,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,Sucre,COVEÑAS,DIRECCIÓN SECCIONAL DE SUCRE,2020,2020,2020,TRANSFERENCIA NO CONSENTIDA DE ACTIVOS VALIENDOSE DE ALGUNA MANIPULACION INFORMATICA O ARTIFICIO SEMEJANTE ART. 269J LEY 1273 DE 2009,DELITOS INFORMATICOS,NO APLICA,1
SI,SI,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,Boyaca,GARAGOA,DIRECCIÓN SECCIONAL DE BOYACÁ,2023,2023,2023,VIOLACION DE DATOS PERSONALES ART 269F LEY 1273 DE 2009,DELITOS INFORMATICOS,NO APLICA,1
SI,SI,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,Cesar,AGUACHICA,DIRECCIÓN SECCIONAL DE CESAR,2017,2017,2017,SUPLANTACION DE SITIOS WEB PARA CAPTURAR DATOS PERSONALES ART 269G LEY 1273 DE 2009,DELITOS INFORMATICOS,NO APLICA,1
NO,SI,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,Valle del Cauca,CARTAGO,DIRECCIÓN SECCIONAL DE VALLE DEL CAUCA,2021,2022,2022,HURTO POR MEDIOS INFORMATICOS Y SEMEJANTES ART. 269I LEY 1273 DE 2009,DELITOS INFORMATICOS,NO APLICA,1
SI,SI,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,Caquetá,FLORENCIA,DIRECCIÓN SECCIONAL DE CAQUETÁ,2020,2022,2022,HURTO POR MEDIOS INFORMATICOS Y SEMEJANTES ART. 269I LEY 1273 DE 2009,DELITOS INFORMATICOS,NO APLICA,2
NO,SI,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,La Guajira,MAICAO,DIRECCIÓN SECCIONAL DE LA GUAJIRA,2018,2018,2018,HURTO POR MEDIOS INFORMATICOS Y SEMEJANTES ART. 269I LEY 1273 DE 2009,DELITOS INFORMATICOS,NO APLICA,1
SI,NO,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,Antioquia,BELLO,DIRECCIÓN SECCIONAL DE MEDELLÍN,2023,2023,2023,ACCESO ABUSIVO A UN SISTEMA INFORMATICO ART 269A LEY 1273 DE 2009,DELITOS INFORMATICOS,NO APLICA,2
NO,SI,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,Cauca,TORIBIO,DIRECCIÓN SECCIONAL DE CAUCA,2023,2023,2023,ACCESO ABUSIVO A UN SISTEMA INFORMATICO ART 269A LEY 1273 DE 2009,DELITOS INFORMATICOS,NO APLICA,1
SI,SI,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,Cesar,TAMALAMEQUE,DIRECCIÓN SECCIONAL DE CESAR,2014,2014,2014,ACCESO ABUSIVO A UN SISTEMA INFORMATICO ART 269A LEY 1273 DE 2009,DELITOS INFORMATICOS,NO APLICA,1
NO,SI,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,Cundinamarca,TOCAIMA,DIRECCIÓN SECCIONAL DE CUNDINAMARCA,2019,2019,2019,HURTO POR MEDIOS INFORMATICOS Y SEMEJANTES ART. 269I LEY 1273 DE 2009,DELITOS INFORMATICOS,NO APLICA,2
SI,SI,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,Cundinamarca,CABRERA,DIRECCIÓN SECCIONAL DE CUNDINAMARCA,2021,2021,2021,TRANSFERENCIA NO CONSENTIDA DE ACTIVOS VALIENDOSE DE ALGUNA MANIPULACION INFORMATICA O ARTIFICIO SEMEJANTE ART. 269J LEY 1273 DE 2009,DELITOS INFORMATICOS,NO APLICA,1
NO,SI,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,Cauca,POPAYÁN,DIRECCIÓN SECCIONAL DE CAUCA,2019,2020,2020,VIOLACION DE DATOS PERSONALES ART 269F LEY 1273 DE 2009,DELITOS INFORMATICOS,NO APLICA,1
SI,NO,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,"BOGOTÁ, D. C.","BOGOTÁ, D.C.",DIRECCIÓN SECCIONAL DE TOLIMA,2015,2015,2015,HURTO POR MEDIOS INFORMATICOS Y SEMEJANTES ART. 269I LEY 1273 DE 2009,DELITOS INFORMATICOS,NO APLICA,1
SI,NO,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,Meta,PUERTO GAITÁN,DIRECCIÓN SECCIONAL DE META,2015,2015,2015,ACCESO ABUSIVO A UN SISTEMA INFORMATICO ART 269A LEY 1273 DE 2009,DELITOS INFORMATICOS,NO APLICA,1
NO,SI,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,Cundinamarca,ZIPAQUIRÁ,DIRECCIÓN SECCIONAL DE CUNDINAMARCA,2020,2020,2020,USO DE SOFTWARE MALICIOSO ART 269E LEY 1273 DE 2009,DELITOS INFORMATICOS,NO APLICA,1
SI,NO,NO,ACTIVO,JUICIO,Ley 906,Colombia,Meta,VILLAVICENCIO,DIRECCIÓN SECCIONAL DE META,2023,2023,2023,"VIOLACION DE DATOS PERSONALES ART 269F LEY 1273 DE 2009, AGRAVADO POR APROVECHARSE DE LA CONFIANZA DEPOSITADA POR EL POSEEDOR DE LA INFORMACION O POR QUIEN TUVIERE UN VINCULO CONTRACTUAL CON ESTE. ART. 269H N3",DELITOS INFORMATICOS,NO APLICA,1
NO,SI,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,Cundinamarca,CAJICÁ,DIRECCIÓN SECCIONAL DE CUNDINAMARCA,2023,2023,2023,TRANSFERENCIA NO CONSENTIDA DE ACTIVOS VALIENDOSE DE ALGUNA MANIPULACION INFORMATICA O ARTIFICIO SEMEJANTE ART. 269J LEY 1273 DE 2009,DELITOS INFORMATICOS,NO APLICA,1
SI,NO,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,Atlántico,PUERTO COLOMBIA,DIRECCIÓN SECCIONAL DE ATLÁNTICO,2022,2022,2022,HURTO POR MEDIOS INFORMATICOS Y SEMEJANTES ART. 269I LEY 1273 DE 2009,DELITOS INFORMATICOS,NO APLICA,1
NO,SI,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,Tolima,PALOCABILDO,DIRECCIÓN SECCIONAL DE TOLIMA,2010,2010,2010,DAÑO INFORMATICO ART 269D LEY 1273 DE 2009,DELITOS INFORMATICOS,NO APLICA,1
SI,SI,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,Atlántico,MALAMBO,DIRECCIÓN SECCIONAL DE ATLÁNTICO,2022,2022,2022,"INTERCEPTACION DE DATOS INFORMATICOS, ART 269C LEY 1273 DE 2009",DELITOS INFORMATICOS,NO APLICA,1
SI,NO,NO,ACTIVO,INDAGACIÓN,Ley 906,Colombia,Boyaca,TUNJA,DIRECCIÓN SECCIONAL DE BOYACÁ,2025,2025,2025,USO DE SOFTWARE MALICIOSO ART 269E LEY 1273 DE 2009,DELITOS INFORMATICOS,NO APLICA,2
SI,NO,NO,ACTIVO,INDAGACIÓN,Ley 906,Colombia,Atlántico,BARRANQUILLA,DIRECCIÓN SECCIONAL DE ATLÁNTICO,2020,2025,2025,TRANSFERENCIA NO CONSENTIDA DE ACTIVOS VALIENDOSE DE ALGUNA MANIPULACION INFORMATICA O ARTIFICIO SEMEJANTE ART. 269J LEY 1273 DE 2009,DELITOS INFORMATICOS,NO APLICA,1
SI,SI,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,Meta,URIBE,DIRECCIÓN SECCIONAL DE META,2019,2019,2019,SUPLANTACION DE SITIOS WEB PARA CAPTURAR DATOS PERSONALES ART 269G LEY 1273 DE 2009,DELITOS INFORMATICOS,NO APLICA,1
NO,SI,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,Norte de Santander,HERRÁN,DIRECCIÓN SECCIONAL DE NORTE DE SANTANDER,2021,2021,2021,HURTO POR MEDIOS INFORMATICOS Y SEMEJANTES ART. 269I LEY 1273 DE 2009,DELITOS INFORMATICOS,NO APLICA,1
SI,NO,NO,ACTIVO,INDAGACIÓN,Ley 906,Colombia,Antioquia,CAUCASIA,DIRECCIÓN SECCIONAL DE ANTIOQUIA,2023,2023,2023,VIOLACION DE DATOS PERSONALES ART 269F LEY 1273 DE 2009,DELITOS INFORMATICOS,NO APLICA,1
SI,SI,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,"BOGOTÁ, D. C.","BOGOTÁ, D.C.",DIRECCIÓN SECCIONAL DE BOGOTÁ,2010,2013,2013,VIOLACION DE DATOS PERSONALES ART 269F LEY 1273 DE 2009,DELITOS INFORMATICOS,NO APLICA,2
SI,NO,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,Boyaca,TUNJA,DIRECCIÓN SECCIONAL DE BOYACÁ,2018,2019,2019,HURTO POR MEDIOS INFORMATICOS Y SEMEJANTES ART. 269I LEY 1273 DE 2009,DELITOS INFORMATICOS,NO APLICA,1
SI,SI,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,Meta,PUERTO CONCORDIA,DIRECCIÓN SECCIONAL DE GUAVIARE,2019,2019,2019,VIOLACION DE DATOS PERSONALES ART 269F LEY 1273 DE 2009,DELITOS INFORMATICOS,NO APLICA,1
SI,NO,NO,ACTIVO,INVESTIGACIÓN,Ley 906,Colombia,Sucre,SINCELEJO,DIRECCIÓN SECCIONAL DE SUCRE,2019,2019,2019,ACCESO ABUSIVO A UN SISTEMA INFORMATICO ART 269A LEY 1273 DE 2009,DELITOS INFORMATICOS,NO APLICA,1
SI,NO,NO,ACTIVO,JUICIO,Ley 906,Colombia,"BOGOTÁ, D. C.","BOGOTÁ, D.C.",DIRECCIÓN SECCIONAL DE BOGOTÁ,2023,2023,2023,HURTO POR MEDIOS INFORMATICOS Y SEMEJANTES ART. 269I LEY 1273 DE 2009,DELITOS INFORMATICOS,NO APLICA,2
NO,SI,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,Nariño,PASTO,DIRECCIÓN SECCIONAL DE NARIÑO,2020,2020,2020,TRANSFERENCIA NO CONSENTIDA DE ACTIVOS VALIENDOSE DE ALGUNA MANIPULACION INFORMATICA O ARTIFICIO SEMEJANTE ART. 269J LEY 1273 DE 2009,DELITOS INFORMATICOS,NO APLICA,1
SI,SI,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,Valle del Cauca,LA UNIÓN,DIRECCIÓN SECCIONAL DE CHOCÓ,2012,2012,2012,HURTO POR MEDIOS INFORMATICOS Y SEMEJANTES ART. 269I LEY 1273 DE 2009,DELITOS INFORMATICOS,NO APLICA,1
SI,NO,NO,ACTIVO,INDAGACIÓN,Ley 906,Colombia,Santander,BARRANCABERMEJA,DIRECCIÓN SECCIONAL DE SANTANDER,2018,2019,2019,HURTO POR MEDIOS INFORMATICOS Y SEMEJANTES ART. 269I LEY 1273 DE 2009,DELITOS INFORMATICOS,NO APLICA,1
SI,NO,NO,INACTIVO,EJECUCIÓN DE PENAS,Ley 906,Colombia,Huila,NEIVA,DIRECCIÓN SECCIONAL DE HUILA,2021,2021,2021,TRANSFERENCIA NO CONSENTIDA DE ACTIVOS VALIENDOSE DE ALGUNA MANIPULACION INFORMATICA O ARTIFICIO SEMEJANTE ART. 269J LEY 1273 DE 2009,DELITOS INFORMATICOS,NO APLICA,1
SI,NO,NO,ACTIVO,INDAGACIÓN,Ley 906,Colombia,Antioquia,SANTA BARBARA,DIRECCIÓN SECCIONAL DE ANTIOQUIA,2023,2023,2023,HURTO POR MEDIOS INFORMATICOS Y SEMEJANTES ART. 269I LEY 1273 DE 2009,DELITOS INFORMATICOS,NO APLICA,2
SI,SI,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,Magdalena,CIÉNAGA,DIRECCIÓN SECCIONAL DE MAGDALENA,2024,2024,2024,DAÑO INFORMATICO ART 269D LEY 1273 DE 2009,DELITOS INFORMATICOS,NO APLICA,1
SI,NO,NO,ACTIVO,INDAGACIÓN,Ley 906,Colombia,Santander,SAN GIL,DIRECCIÓN SECCIONAL DE SANTANDER,2023,2025,2025,HURTO POR MEDIOS INFORMATICOS Y SEMEJANTES ART. 269I LEY 1273 DE 2009,DELITOS INFORMATICOS,NO APLICA,1
NO,SI,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,Antioquia,BELLO,DIRECCIÓN SECCIONAL DE MEDELLÍN,2021,2021,2021,ACCESO ABUSIVO A UN SISTEMA INFORMATICO ART 269A LEY 1273 DE 2009,DELITOS INFORMATICOS,NO APLICA,1
SI,NO,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,Antioquia,MEDELLÍN,DIRECCIÓN SECCIONAL DE BOGOTÁ,2011,2011,2011,ACCESO ABUSIVO A UN SISTEMA INFORMATICO ART 269A LEY 1273 DE 2009,DELITOS INFORMATICOS,NO APLICA,1
SI,SI,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,Arauca,TAME,DIRECCIÓN SECCIONAL DE ARAUCA,2019,2019,2019,ACCESO ABUSIVO A UN SISTEMA INFORMATICO ART 269A LEY 1273 DE 2009,DELITOS INFORMATICOS,NO APLICA,1
SI,SI,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,Boyaca,CHIQUINQUIRÁ,SIN DATO,2024,2024,2024,TRANSFERENCIA NO CONSENTIDA DE ACTIVOS VALIENDOSE DE ALGUNA MANIPULACION INFORMATICA O ARTIFICIO SEMEJANTE ART. 269J LEY 1273 DE 2009,DELITOS INFORMATICOS,NO APLICA,1
NO,NO,NO,ACTIVO,INVESTIGACIÓN,Ley 906,Colombia,Tolima,IBAGUÉ,DIRECCIÓN SECCIONAL DE TOLIMA,2018,2020,2018,ACCESO ABUSIVO A UN SISTEMA INFORMATICO ART 269A LEY 1273 DE 2009,DELITOS INFORMATICOS,NO APLICA,1
SI,NO,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,Atlántico,BARRANQUILLA,DIRECCIÓN SECCIONAL DE ATLÁNTICO,2021,2021,2021,USO DE SOFTWARE MALICIOSO ART 269E LEY 1273 DE 2009,DELITOS INFORMATICOS,NO APLICA,1
SI,NO,NO,ACTIVO,INDAGACIÓN,Ley 906,Colombia,Magdalena,SANTA MARTA,DIRECCIÓN SECCIONAL DE MAGDALENA,2025,2025,2025,"INTERCEPTACION DE DATOS INFORMATICOS, ART 269C LEY 1273 DE 2009",DELITOS INFORMATICOS,NO APLICA,1
SI,SI,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,Antioquia,ANDES,DIRECCIÓN SECCIONAL DE ANTIOQUIA,2023,2024,2024,ACCESO ABUSIVO A UN SISTEMA INFORMATICO ART 269A LEY 1273 DE 2009,DELITOS INFORMATICOS,NO APLICA,1
SI,NO,NO,ACTIVO,INDAGACIÓN,Ley 906,Colombia,Cauca,BALBOA,DIRECCIÓN SECCIONAL DE CAUCA,2022,2022,2022,VIOLACION DE DATOS PERSONALES ART 269F LEY 1273 DE 2009,DELITOS INFORMATICOS,NO APLICA,1
SI,NO,NO,ACTIVO,INDAGACIÓN,Ley 906,Colombia,Norte de Santander,OCANA,DIRECCIÓN SECCIONAL DE NORTE DE SANTANDER,2022,2022,2022,VIOLACION DE DATOS PERSONALES ART 269F LEY 1273 DE 2009,DELITOS INFORMATICOS,NO APLICA,2
NO,SI,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,Quindío,SALENTO,DIRECCIÓN SECCIONAL DE QUINDÍO,2022,2022,2022,HURTO POR MEDIOS INFORMATICOS Y SEMEJANTES ART. 269I LEY 1273 DE 2009,DELITOS INFORMATICOS,NO APLICA,2
SI,SI,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,Antioquia,BELLO,DIRECCIÓN SECCIONAL DE MEDELLÍN,2019,2019,2019,"VIOLACION DE DATOS PERSONALES ART 269F LEY 1273 DE 2009, AGRAVADO POR REALIZARSE SOBRE REDES O SISTEMAS INFORMATICOS O DE COMUNICACIONES ESTATALES U OFICIALES O DEL SECTOR FINANCIERO, NACIONALES O EXTRANJEROS ART. 269H N1",DELITOS INFORMATICOS,NO APLICA,1
NO,SI,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,Antioquia,RETIRO,DIRECCIÓN SECCIONAL DE ANTIOQUIA,2021,2021,2021,ACCESO ABUSIVO A UN SISTEMA INFORMATICO ART 269A LEY 1273 DE 2009,DELITOS INFORMATICOS,NO APLICA,1
SI,SI,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,Risaralda,APÍA,DIRECCIÓN SECCIONAL DE RISARALDA,2020,2020,2020,HURTO POR MEDIOS INFORMATICOS Y SEMEJANTES ART. 269I LEY 1273 DE 2009,DELITOS INFORMATICOS,NO APLICA,1
SI,NO,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,Magdalena,SABANAS DE SAN ANGEL,DIRECCIÓN SECCIONAL DE CESAR,2023,2023,2023,TRANSFERENCIA NO CONSENTIDA DE ACTIVOS VALIENDOSE DE ALGUNA MANIPULACION INFORMATICA O ARTIFICIO SEMEJANTE ART. 269J LEY 1273 DE 2009,DELITOS INFORMATICOS,NO APLICA,1
SI,SI,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,Cundinamarca,ALBÁN,DIRECCIÓN SECCIONAL DE CUNDINAMARCA,2022,2022,2022,VIOLACION DE DATOS PERSONALES ART 269F LEY 1273 DE 2009,DELITOS INFORMATICOS,NO APLICA,1
SI,NO,NO,ACTIVO,INDAGACIÓN,Ley 906,Colombia,Huila,TELLO,DIRECCIÓN SECCIONAL DE HUILA,2025,2025,2025,SUPLANTACION DE SITIOS WEB PARA CAPTURAR DATOS PERSONALES ART 269G LEY 1273 DE 2009,DELITOS INFORMATICOS,NO APLICA,1
SI,NO,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,Putumayo,MOCOA,DIRECCIÓN SECCIONAL DE PUTUMAYO,2025,2025,2025,ACCESO ABUSIVO A UN SISTEMA INFORMATICO ART 269A LEY 1273 DE 2009,DELITOS INFORMATICOS,NO APLICA,1
NO,SI,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,Cundinamarca,SOACHA,DIRECCIÓN SECCIONAL DE BOGOTÁ,2017,2017,2017,ACCESO ABUSIVO A UN SISTEMA INFORMATICO ART 269A LEY 1273 DE 2009,DELITOS INFORMATICOS,NO APLICA,1
SI,NO,NO,ACTIVO,INDAGACIÓN,Ley 906,Colombia,"BOGOTÁ, D. C.","BOGOTÁ, D.C.",DIRECCIÓN SECCIONAL DE BOGOTÁ,2012,2018,2018,HURTO POR MEDIOS INFORMATICOS Y SEMEJANTES ART. 269I LEY 1273 DE 2009,DELITOS INFORMATICOS,NO APLICA,1
SI,NO,NO,INACTIVO,JUICIO,Ley 906,Colombia,Santander,BUCARAMANGA,DIRECCIÓN SECCIONAL DE SANTANDER,2018,2018,2018,HURTO POR MEDIOS INFORMATICOS Y SEMEJANTES ART. 269I LEY 1273 DE 2009,DELITOS INFORMATICOS,NO APLICA,1
SI,SI,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,Casanare,AGUAZUL,DIRECCIÓN SECCIONAL DE CASANARE,2022,2022,2022,HURTO POR MEDIOS INFORMATICOS Y SEMEJANTES ART. 269I LEY 1273 DE 2009,DELITOS INFORMATICOS,NO APLICA,1
SI,NO,NO,ACTIVO,INDAGACIÓN,Ley 906,Colombia,Nariño,CONSACA,DIRECCIÓN SECCIONAL DE NARIÑO,2023,2023,2023,HURTO POR MEDIOS INFORMATICOS Y SEMEJANTES ART. 269I LEY 1273 DE 2009,DELITOS INFORMATICOS,NO APLICA,3
SI,NO,NO,ACTIVO,INDAGACIÓN,Ley 906,Colombia,Cauca,VILLA RICA,DIRECCIÓN SECCIONAL DE CAUCA,2023,2024,2024,HURTO POR MEDIOS INFORMATICOS Y SEMEJANTES ART. 269I LEY 1273 DE 2009,DELITOS INFORMATICOS,NO APLICA,1
NO,SI,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,Meta,VILLAVICENCIO,DIRECCIÓN SECCIONAL DE CAUCA,2018,2018,2018,TRANSFERENCIA NO CONSENTIDA DE ACTIVOS VALIENDOSE DE ALGUNA MANIPULACION INFORMATICA O ARTIFICIO SEMEJANTE ART. 269J LEY 1273 DE 2009,DELITOS INFORMATICOS,NO APLICA,1
SI,NO,NO,ACTIVO,INDAGACIÓN,Ley 906,Colombia,Vichada,PUERTO CARREÑO,DIRECCIÓN SECCIONAL DE VICHADA,2025,2025,2025,VIOLACION DE DATOS PERSONALES ART 269F LEY 1273 DE 2009,DELITOS INFORMATICOS,NO APLICA,1
SI,NO,SI,INACTIVO,JUICIO,Ley 906,Colombia,Santander,BUCARAMANGA,DIRECCIÓN SECCIONAL DE SANTANDER,2020,2020,2020,VIOLACION DE DATOS PERSONALES ART 269F LEY 1273 DE 2009,DELITOS INFORMATICOS,NO APLICA,1
SI,NO,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,Valle del Cauca,CALI,DIRECCIÓN ESPECIALIZADA CONTRA ORGANIZACIONES CRIMINALES,2019,2019,2019,ACCESO ABUSIVO A UN SISTEMA INFORMATICO ART 269A LEY 1273 DE 2009,DELITOS INFORMATICOS,NO APLICA,1
SI,NO,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,Antioquia,ANDES,DIRECCIÓN SECCIONAL DE ANTIOQUIA,2019,2019,2019,HURTO POR MEDIOS INFORMATICOS Y SEMEJANTES ART. 269I LEY 1273 DE 2009,DELITOS INFORMATICOS,NO APLICA,1
SI,SI,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,Antioquia,EL CARMEN DE VIBORAL,DIRECCIÓN SECCIONAL DE ANTIOQUIA,2024,2025,2025,TRANSFERENCIA NO CONSENTIDA DE ACTIVOS VALIENDOSE DE ALGUNA MANIPULACION INFORMATICA O ARTIFICIO SEMEJANTE ART. 269J LEY 1273 DE 2009,DELITOS INFORMATICOS,NO APLICA,1
NO,SI,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,Atlántico,BARRANQUILLA,DIRECCIÓN SECCIONAL DE ATLÁNTICO,2016,2016,2016,SUPLANTACION DE SITIOS WEB PARA CAPTURAR DATOS PERSONALES ART 269G LEY 1273 DE 2009,DELITOS INFORMATICOS,NO APLICA,1
